Num_Simulation_Runs,Simulation_Run_Stamp,Num_Days,Time_period_intervals,Max_Number_Urchins_Cell,Corr_Algae_Carbonate_Dep_Rate_kg_yr,Corr_Algae_Mean_Density_g_cm2,Urchin_Daily_Corr_Algae_Bioerosion_g,Live_Coral_Carbon_Prod_kg_yr,Live_Coral_Mean_Density_g_cm2,Live_Coral_Cover_Growth_Rate,Urchin_Daily_Live_Coral_Bioerosion_g,Urchin_Daily_Protected_Algal_Lawn_Bioerosion_g,Urchin_Daily_Unprotected_Algal_Lawn_Bioerosion_g,Live_Coral_Cover_Increase_cm2_per_biomass_increase_g,Urchin_Mean_Ind_Daily_Bioerosion_g,Algal_Lawn_Annual_Growth_Rate_g_m2,Algal_Lawn_Biomass_g_per_cm2,Min_Urchin_Aggreg_Density,Aggregation_Affinity_Param,Num_Random_Points,Max_Aggregation_Join_Dist_cm,Urchin_Density_Sampling_Vec_Threshold,Num_Aggregate_Subgroups,,Simulation_Run_File_ID_Offset,Coral_Patch_Size_sq_meter,Zone1_Study_Area_Size_sq_meter,Zone2_Study_Area_Size_sq_meter,Urchin_Density_Difference_Tolerance
50,May23.2018.1.365days.0625agg.wdamsel.lowdensity.50%disagg,365,365,300,1.9,0.19,0.19,6.7,8,0.09,0.15,0.1007,0.37,0.5,0.2,250,0.05,20,0.0625,10,10,100,2,,200,20,128,108,1
